"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Aluminum_Total","Aluminum_Total_VQ","Antimony_Total","Antimony_Total_VQ","Lead_Total","Lead_Total_VQ","Calcium_Total","Calcium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Potassium_Total","Potassium_Total_VQ","Silver_Total","Silver_Total_VQ","Iron_Total","Iron_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Turbidity_Field","Turbidity_Field_VQ","Purge_Volume","Purge_Volume_VQ","MicroLanduse_Category","MicroLanduse_Category_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Sulfate_Total","Sulfate_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Chloride_Total","Chloride_Total_VQ","Color_true","Color_true_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Depth_to_Water_from_mpe","Depth_to_Water_from_mpe_VQ","Coliform_Fecal_MF","Coliform_Fecal_MF_VQ","Coliform_Total_MF","Coliform_Total_MF_VQ","Thallium_Total","Thallium_Total_VQ","Copper_Total","Copper_Total_VQ","Chromium_Total","Chromium_Total_VQ","Barium_Total","Barium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Cadmium_Total","Cadmium_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Sodium_Total","Sodium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Arsenic_Total","Arsenic_Total_VQ"
"143",55239,"Z3-CA-13004",2019-02-12 10:06:00,"PRIMARY","WATER",20,NA,0.05,"U",0.2,"U",45.3,NA,0.2,"U",144,NA,1.1,"I",0.01,"U",30,"U",0.01,"U",7.88,NA,396.8,NA,NA,"?",NA,"?",23.2,NA,1.95,NA,480,NA,2,NA,0.15,NA,123,"A",406,"A",206,NA,0.88,"I",1.1,NA,11,NA,0.004,"U",44,NA,2.5,"U",0.14,NA,0.056,NA,0.22,NA,-11.32,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",8.1,NA,5.6,"I",2.87,NA,0.02,"U",7.57,NA,0.5,"U",22.3,NA,1,"U",0.05,"U"
"144",2467,"Z3-CA-13005",2019-03-14 10:57:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",42.6,NA,0.2,"UJ",184,NA,1.2,"I",0.01,"U",30,"U",0.01,"U",7.7,NA,378,NA,NA,"?",NA,"?",22.2,NA,1.06,NA,144,NA,1,NA,0.14,NA,163,"A",384,"A",224,"A",1.5,NA,0.4,NA,18,NA,0.004,"U",11,NA,3.6,"I",0.41,NA,0.03,NA,0.16,"I",96.42,NA,2,"U",2,"U",0.1,"U",0.4,"U",0.4,"U",25.9,NA,5,"U",0.15,"U",0.02,"U",18.9,NA,0.5,"U",11.2,NA,6.5,NA,0.05,"U"
"145",1393,"Z3-CA-13007",2019-02-13 13:56:00,"PRIMARY","WATER",5,"U",0.051,"I",0.2,"U",68,NA,0.38,"I",182,NA,0.82,"I",0.01,"U",435,NA,0.01,"U",7.5,NA,358.4,NA,NA,"?",NA,"?",23.6,NA,0.18,NA,315,NA,1,NA,0.27,NA,162,NA,357,NA,193,NA,1.3,NA,4.3,NA,4,NA,0.004,"U",12,NA,5,"I",0.064,"I",0.1,NA,0.35,NA,52.63,NA,2,"UQ",25,"BQ",0.13,"I",0.4,"U",0.4,"U",6.48,NA,5,"U",3.67,NA,0.02,"U",2.84,NA,0.5,"U",5.81,NA,11.8,NA,0.19,"I"
"146",55242,"Z3-CA-13008",2019-03-13 12:07:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",84.9,NA,0.2,"U",454,NA,6.5,NA,0.01,"U",30,"U",0.01,"U",7.52,NA,1958,NA,0,NA,0,NA,25.7,NA,0.35,NA,300,NA,1,NA,0.38,NA,128,NA,2000,NA,1130,NA,1.8,NA,0.45,NA,190,NA,0.004,"U",450,NA,2.5,"U",0.68,NA,0.007,NA,0.39,NA,-10.91,NA,2,"UQ",2,"UQ",0.1,"U",0.54,"I",0.4,"U",41.9,NA,5,"U",0.15,"U",0.02,"U",58.7,NA,0.5,"U",224,NA,1,"U",0.078,"I"
"147",4188,"Z3-CA-13009",2019-03-04 14:29:00,"PRIMARY","WATER",60,NA,0.05,"U",0.51,NA,59.5,NA,0.2,"U",169,NA,1.8,NA,0.01,"U",500,NA,0.019,"I",7.53,NA,394.4,NA,NA,"?",NA,"?",22.1,NA,2.81,NA,60,NA,2,NA,0.25,NA,188,NA,403,NA,239,NA,1.8,NA,2.1,NA,3,"A",0.004,"U",12,"A",11,NA,0.34,NA,0.15,NA,0.32,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",2.04,NA,0.4,"U",7.8,NA,62,NA,0.15,"U",0.02,"U",5.05,NA,0.5,"U",22.7,NA,38.9,NA,0.22,NA
"148",1298,"Z3-CA-13012",2019-03-12 15:59:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",110,NA,0.2,"U",297,NA,1.5,NA,0.01,"U",1020,NA,0.01,"U",7.24,NA,723,NA,NA,"?",NA,"?",24.6,NA,0.37,NA,88,NA,2,NA,0.59,NA,214,NA,735,NA,486,NA,6.4,NA,3.2,"A",0.2,"U",0.004,"U",91,NA,34,"A",0.13,NA,0.12,NA,0.87,NA,9.54,NA,2,"UQ",9,"UQ",0.1,"U",0.4,"U",0.4,"U",12.7,NA,5,"U",0.15,"U",0.02,"U",5.43,NA,0.5,"U",31.7,NA,17.5,NA,0.05,"U"
"149",1839,"Z3-CA-13013B",2019-02-06 15:49:00,"PRIMARY","WATER",11,"I",0.05,"U",0.2,"U",53.8,NA,0.2,"U",182,NA,1.3,NA,0.01,"U",38,"I",0.01,"U",7.6,NA,359,NA,NA,"?",NA,"?",21.9,NA,0.19,NA,249,NA,2,NA,0.1,NA,176,"A",360,"A",207,NA,1.2,NA,0.15,NA,0.38,"IA",0.007,"I",9.9,"A",3.6,"I",0.13,NA,0.12,NA,0.13,"I",13.75,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",7.1,NA,5,"U",0.15,"U",0.02,"U",11.6,NA,0.5,"U",8.8,NA,20.3,NA,0.05,"U"
"150",55246,"Z3-CA-13014",2019-02-07 13:00:00,"PRIMARY","WATER",5,"UJ",0.05,"UJ",0.2,"UJ",43.8,"J",0.2,"UJ",113,"J",1.3,"J",0.01,"UJ",950,"J",0.01,"UJ",7.7,"J",278,"J",NA,"J?",NA,"J?",25.1,"J",0.18,"J",89.25,NA,2,NA,0.16,"J",109,"J",273,"J",158,"AJ",2,"J",2.2,"J",6.1,"J",0.004,"UJ",13,"J",29,"J",0.43,"J",0.29,"J",0.25,"J",21.39,NA,2,"UQJ",6,"BQJ",0.1,"UJ",0.4,"UJ",0.4,"UJ",26.2,"J",5,"UJ",0.15,"UJ",0.02,"UJ",0.92,"J",0.5,"UJ",13.5,"J",32.5,"J",0.05,"UJ"
"151",5508,"Z3-CA-13016",2019-03-05 13:34:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",112,NA,0.2,"U",293,NA,1.6,NA,0.01,"U",640,NA,0.01,"U",7.11,NA,569,NA,0.01,NA,0.1,NA,22.4,NA,0.28,NA,60,NA,1,NA,0.19,NA,289,"A",576,"A",316,NA,2.6,NA,3,NA,0.2,"U",0.004,"U",11,NA,19,NA,0.11,NA,0.31,NA,0.22,NA,NA,"O",2,"UJQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",38.8,NA,5,"U",0.15,"U",0.02,"U",2.88,NA,0.5,"U",10.1,NA,19.1,NA,0.05,"U"
"152",55248,"Z3-CA-13020",2019-02-12 12:36:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",31.9,NA,0.2,"U",90.2,NA,0.59,"I",0.01,"U",160,NA,0.01,"U",7.9,NA,199.6,NA,NA,"?",NA,"?",24.1,NA,0.19,NA,140,NA,2,NA,0.061,NA,90,NA,199,NA,92,NA,0.69,"I",0.25,NA,1,NA,0.004,"U",6.9,NA,5.2,"I",0.079,"I",0.12,NA,0.1,"I",21.53,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",8.8,NA,5,"U",0.93,NA,0.02,"U",2.59,NA,0.5,"U",4.2,NA,3.4,"I",0.05,"U"
"153",1829,"Z3-CA-13021",2019-02-06 11:59:00,"PRIMARY","WATER",6.5,"I",0.05,"U",0.2,"U",60.9,NA,0.2,"U",275,NA,1.7,NA,0.01,"U",860,NA,0.01,"U",7.3,NA,532,NA,0.06,NA,NA,"?",21.7,NA,0.28,NA,113,NA,1,NA,0.092,NA,280,NA,535,NA,299,NA,1.8,NA,3.3,"A",0.2,"U",0.54,NA,7.1,NA,33,NA,0.44,NA,0.018,NA,0.15,"I",11.6,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",29.2,NA,5,"U",0.7,NA,0.02,"U",29.9,NA,0.5,"U",14.9,NA,113,NA,0.05,"U"
"154",38423,"Z3-CA-13023",2019-03-12 10:43:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",44.3,NA,0.2,"U",125,NA,1.6,NA,0.01,"U",97,"I",0.01,"U",7.73,NA,246,NA,NA,"?",NA,"?",24.5,NA,0.52,NA,171,NA,2,NA,0.04,NA,120,NA,250,NA,137,NA,0.81,"I",0.75,"Q",0.2,"U",0.004,"I",5.6,NA,3.3,"IQ",0.094,"I",0.15,NA,0.08,"U",16.5,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.1,NA,5,"U",0.18,"I",0.02,"U",3.56,NA,0.5,"U",5.1,NA,4.2,NA,0.05,"U"
"155",55251,"Z3-CA-13024",2019-03-12 18:15:00,"PRIMARY","WATER",8.3,"I",0.05,"U",0.2,"U",54.2,NA,0.2,"U",255,NA,5.3,NA,0.01,"U",30,"U",0.01,"U",7.88,NA,1132,NA,NA,"?",NA,"?",23.9,NA,0.33,NA,114,NA,1,NA,0.29,NA,117,NA,1320,NA,690,NA,2.2,NA,0.2,NA,59,NA,0.004,"U",300,NA,11,NA,0.74,NA,0.003,"I",0.36,NA,1.15,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",60.6,NA,5,"U",0.22,"I",0.02,"U",29,NA,0.5,"U",147,NA,1.1,"I",0.05,"U"
"156",55252,"Z3-CA-13027",2019-02-13 10:46:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",33.6,NA,0.2,"U",131,NA,1.41,NA,0.01,"U",30,"U",0.01,"U",7.92,NA,267.2,NA,NA,"?",NA,"?",23.5,NA,0.23,NA,225,NA,2,NA,0.19,NA,123,"J",268,"J",146,NA,1.5,NA,0.45,"J",0.49,"IJ",0.004,"U",11,"J",5.6,"IJ",0.13,"J",0.041,NA,0.25,NA,23.3,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",21.9,NA,5,"U",0.38,"I",0.02,"U",11.5,NA,0.5,"U",7.47,NA,2.41,"I",0.05,"U"
"157",1418,"Z3-CA-13028",2019-02-12 14:36:00,"PRIMARY","WATER",5,"U",0.19,"I",0.2,"U",52.2,NA,0.2,"U",156,NA,1.5,NA,0.01,"U",900,NA,0.01,"U",7.54,NA,455,NA,NA,"?",NA,"?",23.2,NA,0.48,NA,180,NA,1,NA,0.099,NA,136,NA,459,NA,215,NA,1.1,NA,7.8,NA,6.6,NA,0.008,"I",52,NA,14,NA,0.068,"I",0.025,NA,0.22,NA,29.1,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",16.1,NA,5,"U",2.46,NA,0.02,"U",6.24,NA,0.5,"U",29.3,NA,7.2,NA,8.5,NA
"158",55254,"Z3-CA-13032",2019-03-05 11:46:00,"PRIMARY","WATER",36,NA,0.05,"U",0.2,"U",121,NA,0.2,"U",593,NA,7.1,NA,0.01,"U",30,"U",0.01,"U",7.39,NA,3056,NA,0.06,NA,0.8,NA,23.9,NA,4.66,NA,420,NA,2,NA,0.67,NA,138,NA,3120,NA,1800,NA,2.1,NA,3.6,NA,130,NA,0.004,"U",860,NA,4.9,"I",0.41,NA,0.01,NA,0.76,NA,-10.91,NA,6,"BJQ",10,"BQ",0.1,"U",0.4,"U",0.4,"U",106,NA,5,"U",0.15,"U",0.02,"U",70.4,NA,0.5,"U",329,NA,1.2,"I",0.067,"I"
"159",55255,"Z3-CA-13034",2019-02-20 12:06:00,"PRIMARY","WATER",27,NA,0.33,NA,0.48,NA,12.2,NA,0.2,"U",33.8,NA,1.5,NA,0.01,"U",36,"I",0.01,"U",10.31,"J",129.5,NA,7.4,NA,87.8,NA,23.9,NA,0.61,NA,17,NA,2,NA,0.002,"U",26,NA,89,NA,47,NA,0.64,"I",0.4,NA,3.5,"A",1,NA,4.7,"A",2.5,"U",0.15,NA,0.009,NA,0.08,"U",67.7,NA,2,"UQ",2,"UQ",0.1,"U",1.43,NA,7.8,NA,20.7,NA,5,"U",0.51,"I",0.026,"I",0.83,NA,0.65,"I",3.1,NA,1,"U",0.073,"I"
"160",1751,"Z3-CA-13038",2019-03-11 16:08:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",264,NA,0.2,"U",1120,NA,4.1,NA,0.01,"U",30,"U",0.01,"U",7.21,NA,2183,NA,NA,"?",NA,"?",27.8,NA,0.6,NA,457.5,NA,2,NA,0.12,NA,117,NA,2210,NA,1470,NA,1.2,NA,0.95,NA,780,NA,0.004,"U",240,NA,2.5,"U",1.1,NA,0.007,NA,0.27,NA,-6.14,NA,2,"UQ",2,"UQ",0.1,"U",1.37,NA,0.4,"U",22.2,NA,22,NA,0.15,"U",0.02,"U",111,NA,0.5,"U",96,NA,1,"U",0.32,NA
"161",1751,"Z3-CA-13038B",2019-02-19 12:45:00,"PRIMARY","WATER",5,"UJ",0.05,"UJ",0.2,"UJ",252,"J",0.2,"UJ",1070,"J",4,"J",0.01,"UJ",30,"UJ",0.01,"UJ",7.24,"J",2172,"J",0.04,"J",0.6,"J",28.3,"J",0.66,"J",510,"J",2,NA,0.12,"J",118,"J",2190,"J",1580,"J",1.3,"J",0.3,"J",810,"J",0.004,"UJ",230,"J",2.5,"UJ",1.1,"J",0.005,"J",0.27,"J",-10.05,"J",2,"UQJ",2,"UQJ",0.1,"UJ",0.4,"UJ",0.4,"UJ",22.4,"J",4.8,"IJ",0.15,"UJ",0.02,"UJ",106,"J",0.5,"UJ",91.4,"J",0.38,"IJ",0.36,"J"
"162",55258,"Z3-CA-13039",2019-02-11 15:23:00,"PRIMARY","WATER",18,"I",0.069,"I",0.2,"U",147,NA,1.21,NA,475,NA,3.9,NA,0.01,"U",30,"U",0.01,"U",7.1,NA,969,NA,1.01,NA,12.5,NA,26.2,NA,1.03,NA,41,NA,2,NA,0.002,"U",168,NA,974,NA,647,NA,0.78,"I",0.5,NA,270,NA,6.5,NA,36,NA,2.5,"U",0.18,NA,0.067,NA,0.09,"I",34.27,NA,2,"UQ",2,"UQ",0.13,"I",0.4,"U",0.51,"I",14.8,NA,5,"U",1.95,NA,0.093,NA,26.1,NA,0.71,"I",20.6,NA,1,"U",1.15,NA
"163",1571,"Z3-CA-13042B",2019-03-26 13:53:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",48.5,NA,0.2,"U",129,NA,0.82,"I",0.01,"U",600,NA,0.01,"U",7.4,NA,273.9,NA,0.01,NA,0.2,NA,24.1,NA,0.43,NA,36,NA,1,NA,0.12,NA,128,NA,276,NA,163,NA,1.4,NA,1.3,NA,0.2,"U",0.004,"U",7.7,NA,19,NA,0.29,NA,0.15,NA,0.083,"I",5.8,NA,2,"UQ",9,"UQ",0.1,"U",0.4,"U",0.4,"U",19.2,NA,5,"U",0.15,"U",0.02,"U",1.94,NA,0.5,"U",7.7,NA,23.1,NA,0.05,"U"
"164",34219,"Z3-CA-14003",2020-02-25 10:34:00,"PRIMARY","WATER",5.1,"I",0.05,"U",0.2,"U",145,NA,0.2,"U",401,NA,3.2,NA,0.01,"U",120,NA,0.01,"U",6.98,NA,1022,NA,0.08,NA,0.9,NA,22,NA,0.41,NA,113,NA,1,NA,0.49,NA,343,NA,1040,NA,598,NA,10,NA,0.65,"G",0.2,"U",0.004,"U",120,NA,21,NA,0.15,NA,0.083,NA,0.8,NA,9.78,NA,2,"BQ",7,"BQ",0.1,"U",0.4,"U",0.4,"U",10.3,NA,5,"U",0.15,"U",0.02,"U",9.48,NA,0.5,"U",64.6,NA,30,NA,0.22,NA
"165",57359,"Z3-CA-14005",2020-02-12 09:44:00,"PRIMARY","WATER",26,NA,0.081,"I",0.2,"U",54.5,NA,0.2,"U",148,NA,2.2,NA,0.01,"U",30,"U",0.01,"U",7.46,NA,332.9,NA,5.97,NA,70.5,NA,23.6,NA,2.37,NA,27,NA,2,NA,0.002,"U",95,"A",333,"A",223,NA,0.5,"U",1.9,NA,4.1,NA,15,NA,12,NA,2.5,"U",0.096,"I",0.086,NA,0.16,"U",26.9,NA,2,"UQ",9,"UQ",0.1,"U",0.4,"U",3.6,"G",1.7,"I",5,"U",0.5,"I",0.02,"U",3,NA,0.5,"U",7.6,NA,1,"U",0.5,NA
"166",57360,"Z3-CA-14008",2020-03-23 16:43:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",38.9,NA,0.2,"U",150,NA,2,NA,0.01,"U",130,NA,0.01,"U",7.62,NA,332.5,NA,0.08,NA,0.9,NA,23.1,NA,0.29,NA,246,NA,1,NA,0.18,NA,154,NA,330,NA,200,"A",2.2,"G",0.2,"G",1.6,NA,0.004,"U",9.7,NA,7.3,NA,0.18,NA,0.1,NA,0.25,NA,20.74,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",34.1,NA,5,"U",6.52,NA,0.02,"U",12.9,NA,0.5,"U",10.3,NA,8.6,NA,0.68,NA
"167",5957,"Z3-CA-14009",2020-03-16 13:28:00,"PRIMARY","WATER",5,"U",0.05,"U",1.26,NA,34.1,NA,0.2,"U",171,NA,2.4,NA,0.01,"U",30,"U",0.01,"U",7.83,NA,365.9,NA,0.1,NA,1.2,NA,22.8,NA,0.36,NA,15,NA,2,NA,0.086,NA,108,NA,358,NA,215,NA,0.88,"IG",0.25,"G",60,NA,0.004,"U",9.4,NA,2.5,"U",0.54,NA,0.004,"I",0.094,"I",NA,"O",2,"UQ",2,"UQ",0.1,"U",10.1,NA,0.4,"U",15.5,NA,6.2,"IG",0.15,"U",0.02,"U",20.9,NA,0.5,"U",8.9,NA,1,"U",0.05,"U"
"168",1505,"Z3-CA-14011",2020-03-18 13:32:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",108,NA,0.2,"U",356,NA,1.9,NA,0.01,"U",30,"U",0.01,"U",7.24,NA,1055,NA,0.08,NA,1,NA,23.8,NA,0.99,NA,610,NA,2,NA,0.72,NA,230,NA,1050,NA,642,NA,6.3,"G",0.65,"G",1.2,NA,0.004,"U",190,NA,14,NA,0.21,NA,0.082,NA,0.97,NA,26.35,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",20.6,NA,5,"U",0.15,"U",0.02,"U",21.3,NA,0.5,"U",74.1,NA,1,"U",0.059,"I"
"169",1844,"Z3-CA-14013",2020-02-11 12:11:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",66.7,NA,0.2,"U",296,NA,1.9,NA,0.01,"U",30,"U",0.01,"U",7.33,NA,618,NA,0.18,NA,2.2,NA,23.6,NA,0.48,NA,1500,NA,2,NA,0.22,NA,158,NA,614,NA,437,NA,2.9,"G",0.25,"G",120,NA,0.004,"U",26,NA,3,"I",0.57,NA,0.005,NA,0.39,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",40.6,NA,5,"U",0.15,"U",0.02,"U",31.6,NA,0.5,"U",19,NA,1,"U",0.05,"U"
"170",1482,"Z3-CA-14015",2020-02-13 10:09:00,"PRIMARY","WATER",12,"I",0.2,"I",9,NA,63.9,NA,0.2,"U",198,NA,2.7,NA,0.01,"U",110,"I",0.01,"U",7.34,NA,443.5,NA,2.68,NA,31.8,NA,23.7,NA,2.1,NA,21,NA,2,NA,0.002,"U",162,"A",442,"A",231,"A",0.79,"IG",0.45,"G",19,NA,2.8,NA,23,NA,2.5,"U",0.074,"I",0.089,NA,0.16,"I",33.64,NA,2,"UQ",2,"UQ",0.31,"I",0.42,"I",1.5,"IG",31,NA,2520,NA,38.9,NA,0.194,"G",9.34,NA,0.95,"I",14,NA,1.3,"I",0.67,NA
"171",57361,"Z3-CA-14019",2020-02-24 15:54:00,"PRIMARY","WATER",7.8,"I",0.05,"U",0.2,"U",110,NA,0.2,"U",279,NA,0.42,"I",0.01,"U",66,"I",0.01,"U",6.94,NA,533,NA,1.18,NA,13.7,NA,22.8,NA,0.16,NA,70,NA,1,NA,0.12,NA,256,NA,533,NA,284,NA,6.4,"G",0.25,"G",0.2,"U",0.004,"U",11,NA,18,"A",0.11,NA,0.35,NA,0.38,NA,10.88,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.5,NA,5,"U",0.15,"U",0.02,"U",1.34,NA,0.5,"U",9.7,NA,11.3,NA,0.14,"I"
"172",57362,"Z3-CA-14020",2020-03-24 17:09:00,"PRIMARY","WATER",5.7,"I",0.05,"U",0.2,"U",51.4,NA,0.2,"U",146,NA,0.87,"I",0.01,"U",30,"U",0.01,"U",7.8,NA,303,NA,0.08,NA,1,NA,23.5,NA,0.79,NA,2200,NA,5,NA,0.15,NA,135,"J",301,NA,163,NA,1.5,"G",0.1,"U",0.82,NA,0.004,"U",8.8,NA,4,"I",0.13,NA,0.004,"I",0.15,"I",20.57,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",16.4,NA,5,"U",0.47,"I",0.02,"U",4.36,NA,0.5,"U",5.3,NA,1,"U",0.05,"U"
"173",1657,"Z3-CA-14021",2020-02-25 13:55:00,"PRIMARY","WATER",138,NA,0.12,"I",0.2,"U",1.18,NA,0.21,"I",7.7,NA,2,NA,0.01,"U",30,"U",0.041,NA,4.38,NA,46.1,NA,3.45,NA,39.1,NA,21.7,NA,1.02,NA,4.75,NA,2,NA,0.002,"U",1.2,"I",44,NA,29,NA,0.88,"IG",0.55,"G",2.8,NA,0.59,NA,6.4,NA,2.5,"U",0.075,"I",0.42,NA,0.08,"U",16.6,NA,2,"UQ",2,"BQ",0.1,"U",0.4,"U",0.46,"IG",2.4,"I",8.9,"IG",0.15,"U",0.072,"IG",1.15,NA,0.5,"U",3.4,NA,9.1,NA,0.13,"I"
"174",55246,"Z3-CA-14022",2020-02-13 13:30:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",43.8,NA,0.2,"U",112,NA,1.3,NA,0.01,"U",1070,NA,0.01,"U",7.39,NA,281.3,NA,1.94,NA,23.8,NA,26.6,NA,0.23,NA,48,NA,2,NA,0.17,NA,114,NA,271,NA,159,NA,2.2,"G",1.6,NA,6.2,NA,0.004,"U",13,NA,33,"A",0.44,NA,0.32,NA,0.25,NA,23.02,NA,2,"UQ",2,"BQ",0.1,"U",0.4,"U",0.4,"U",28,NA,5,"U",0.15,"U",0.02,"U",0.78,NA,0.5,"U",13.3,NA,33,NA,0.1,"I"
"175",57363,"Z3-CA-14023",2020-02-12 15:51:00,"PRIMARY","WATER",12,"I",0.05,"U",0.2,"U",93.2,NA,0.2,"U",347,NA,2.9,NA,0.01,"U",230,NA,0.01,"U",7.44,NA,1511,"J",0.08,NA,0.9,NA,24,NA,0.45,NA,225,NA,2,NA,0.69,NA,178,NA,1520,NA,840,NA,4.4,"G",17,NA,40,NA,0.004,"U",340,NA,11,"AQ",0.9,NA,0.002,"U",0.9,NA,7.85,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",26.7,NA,5,"U",0.15,"U",0.02,"U",27.8,NA,0.5,"U",158,NA,23,NA,0.13,"I"
"176",57364,"Z3-CA-14024",2020-02-12 11:08:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",63.4,NA,0.62,"I",196,NA,1.1,"I",0.01,"U",30,"U",0.01,"U",7.26,NA,415.3,NA,2.97,NA,35.7,NA,24.7,NA,0.4,NA,87,NA,2,NA,0.002,"U",135,NA,413,NA,227,NA,0.5,"U",0.1,"IG",46,NA,2.1,NA,14,NA,2.5,"U",0.11,NA,0.037,NA,0.14,"I",52.22,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",1.2,"IG",4.1,NA,5,"U",1.49,NA,0.02,"U",9.14,NA,0.5,"U",9.8,NA,1,"U",0.49,NA
"177",4160,"Z3-CA-14025",2020-03-16 11:29:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",51.4,NA,0.2,"U",145,NA,1.3,NA,0.01,"U",30,"U",0.01,"U",7.7,NA,300.2,NA,0.12,NA,1.4,NA,21.8,NA,0.31,NA,105,NA,2,NA,0.13,NA,149,NA,293,NA,169,NA,1.9,"G",0.2,"G",0.2,"U",0.004,"U",6.4,NA,7.9,NA,0.22,NA,0.037,NA,0.17,"I",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",23.9,NA,14,"IG",0.15,"U",0.02,"U",4.17,NA,0.5,"U",7.3,NA,11.7,NA,0.05,"U"
"178",6254,"Z3-CA-14027",2020-03-17 14:16:00,"PRIMARY","WATER",5,"U",0.05,"U",0.23,"I",111,NA,0.2,"U",320,NA,2.7,NA,0.01,"U",330,NA,0.01,"U",6.93,NA,790,NA,0.11,NA,1.3,NA,22.9,NA,0.72,NA,60,NA,2,NA,0.49,NA,322,NA,781,NA,435,NA,11,NA,0.65,"G",0.2,"U",0.004,"U",60,NA,23,NA,0.11,NA,0.34,NA,1,NA,NA,"O",2,"UQ",2,"BQ",0.1,"U",0.57,"I",0.4,"U",12.6,NA,5,"U",0.15,"U",0.02,"U",10.4,NA,0.5,"U",44.6,NA,11.4,NA,0.073,"I"
"179",1617,"Z3-CA-14030",2020-03-12 11:25:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",103,NA,0.2,"U",449,NA,5.4,NA,0.01,"U",240,NA,0.01,"U",7.77,NA,2509,NA,2.5,NA,21.1,NA,22.5,NA,4.23,NA,138,NA,1,NA,0.002,"U",77,NA,2540,NA,1330,NA,0.5,"U",4.2,NA,150,NA,0.072,NA,680,NA,2.5,"U",0.14,NA,0.008,NA,0.1,"I",6.51,NA,2,"U",9,"U",0.1,"U",0.4,"U",0.93,"IG",8,NA,5,"U",0.47,"I",0.02,"U",47,NA,0.5,"U",343,NA,3.1,"I",0.59,NA
